Dem_scenarios,Region,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
All_5.5,E. Europe+Russia,1507440.1985133437,1582926.368187999,1649702.063187706,1720352.4494807739,1795049.6588184168,1873978.5650802455,1957337.0030196782,2055027.698344976,2158057.7087143795,2266708.2599066724,2381276.466870918,2502076.1349381027,2630186.170450981,2765420.625036717,2908153.3467847607,3058780.0909709786,3217719.5282113235,3392938.0286697024,3577799.740496822,3772832.254348878,3978592.343960387,4195667.546881762,4414752.304116886,4645977.698114662,4889989.731386348,5147471.531124479,5419145.158190705
All_5.75,Asia,14021785.64034378,14955768.02274927,15916273.252963219,16931242.028739758,18004005.883466873,19138073.000496298,20337140.63461059,21478703.633720435,22685746.315146234,23961998.262107216,25311404.445020974,26738137.4113939,28283516.265391942,29917707.617578235,31645833.017362684,33473307.478040725,35405856.50658836,37351871.71747216,39409887.51582914,41586201.76019238,43887481.95252151,46320785.312360786,48761995.1369033,51344783.43952308,54076882.38535471,56966496.374508396,60022324.99724363
All_5.75,Latin America,1583568.1885069385,1688889.8665783345,1798640.470604604,1914605.5066954668,2037167.4305074066,2166728.814235726,2303713.787923009,2455884.562875352,2616918.6228999416,2787350.7511155107,2967745.8175690933,3158700.647266702,3370265.791276537,3593819.422502477,3830106.8307728376,4079912.292302691,4344061.898522569,4651193.39251674,4975918.091896689,5319338.379932752,5682615.22787003,6066972.317342429,6458356.887429976,6872014.696179021,7309304.656337288,7771658.528975722,8260585.915787638
All_5.75,Mideast+Africa,2136131.1554832133,2294446.7036636504,2441281.365075746,2596445.5512634595,2760447.8373696245,2933823.831073448,3117138.0625604074,3351037.1219080607,3598700.1060807505,3860988.185430504,4138810.2083050464,4433125.825404461,4790221.285625065,5167247.275740424,5565540.775960269,5986502.441354467,6431602.267086461,7028963.929858492,7660408.619615515,8328256.282375144,9034941.21937823,9783021.652662113,10624180.427273093,11512190.115833927,12450256.938589204,13441736.824533626,14490149.283471804
All_5.75,OECD+EU,9533311.222630475,9911433.027262319,10373629.95258405,10863223.23192793,11381574.039051425,11930137.790651591,12510467.139972342,13193400.014708886,13915391.84535592,14678642.055320112,15485477.76026541,16338360.855334,17147528.032094255,18003990.42969735,18910224.03914804,19868864.05225425,20882711.460754044,21890224.613751687,22955895.053080942,24082760.945774477,25274051.324656904,26533194.52373743,27972220.946204595,29494462.64913747,31104545.230848532,32807371.034476563,34608133.424209185
All_5.75,E. Europe+Russia,1507440.1985133437,1586677.378539156,1657529.8199956936,1732611.4471170343,1812124.9218785856,1896287.5822726118,1985331.8272402764,2089359.127601536,2199309.677828251,2315511.14095814,2438310.361479526,2568074.397317802,2705960.712690288,2851833.136566591,3006132.5970611502,3169326.6388204014,3341910.761730508,3532242.4575270917,3733520.3570936383,3946370.973398353,4171456.9968926273,4409479.351692416,4650723.316557443,4905905.724771134,5175805.4202779615,5461247.5602193335,5763106.045557422
All_6.0,Asia,14021785.64034378,14991124.448334964,15991616.453032855,17051605.859572846,18174861.207877085,19365363.479389124,20627321.003995154,21836673.977492712,23118358.013825912,24476675.78585144,25916188.825048238,27441732.86087209,29096400.869238563,30850320.01407547,32709460.51032379,34680149.83166976,36769094.29815071,38881739.48365429,41121031.598373115,43494420.75301534,46009810.890974626,48675585.847479925,51362035.846543126,54210395.83677964,57229952.72280232,60430576.890957706,63822753.01684642
All_6.0,Latin America,1583568.1885069385,1692882.5140170536,1807154.7331255039,1928216.3955439532,2056499.8448861907,2192461.64688851,2336584.3143134373,2496815.0518019428,2666822.6284826617,2847219.997690799,3038656.3953782236,3241819.653182709,3467129.1779535296,3705848.07747299,3958838.0581654934,4227008.9291281,4511322.062045235,4841698.1923648855,5191968.259376935,5563420.842293047,5957417.476886051,6375397.7804059535,6802723.248518274,7255549.87128975,7735489.574599262,8244245.972544903,8783620.672840739
All_6.0,Mideast+Africa,2136131.1554832133,2299870.92754938,2452837.710420654,2614903.626138836,2786644.0746861403,2968666.9536560923,3161614.9283434516,3406886.4846526464,3667326.4472336047,3943917.990230028,4237701.906366182,4549780.44160782,4927895.0138689475,5328323.750138839,5752600.543963835,6202339.0359625695,6679239.356988772,7316858.079508755,7993017.102044171,8710405.55647254,9471856.630197499,10280359.175491706,11190672.867541665,12154698.906514974,13176196.270056626,14259116.540761752,15407620.730098747
All_6.0,OECD+EU,9533311.222630475,9934864.311014712,10422735.824577065,10940449.649291191,11489583.475247324,12071824.298568262,12688972.665457694,13413285.0701261,14180755.004248053,14993923.237729128,15855483.900659978,16768293.43339185,17640357.8981026,18565221.419577334,19545803.26928101,20585213.539752264,21686762.09707447,22786810.17937945,23952620.658141416,25187819.351957936,26496264.31414437,27882057.247924536,29463729.097070433,31140583.095187094,32918163.446268193,34802357.24618449,36799413.41840395
All_6.0,E. Europe+Russia,1507440.1985133437,1590428.388890312,1665376.1040387293,1744928.544159666,1829321.7164921497,1918808.5598382263,2013659.5225308859,2124180.9966456746,2241249.9817719962,2365245.7885945635,2496570.740649103,2635651.485133361,2783731.5874754465,2940732.158172809,3107169.7628695695,3283593.1367672337,3470584.9274175367,3676916.9712699438,3895626.6626123297,4127453.6336419834,4373182.033421164,4633643.175059013,4898704.760269313,5179710.059367947,5477592.021561373,5793341.026956174,6128008.099859458
